msk_instl_loan_user,msk_other_lending_user,msk_ever_loan_user,msk_mth_since_last_limit_review,msk_unauth_over_card_limit,dummy_cus_key
N,N,0,190,0,A076619
N,N,0,47,0,A076620
N,N,0,26,0,A076621
N,N,0,135,0,A076622
N,N,0,52,0,A076623
N,N,0,21,0,A076624
N,N,0,3,0,A076625
N,Y,1,,0,A076626
Y,N,1,2,0,A076627
N,Y,1,,0,A076628
N,N,0,46,0,A076629
N,N,1,9,1,A076630
N,N,0,14,0,A076631
N,N,0,160,0,A076632
N,N,0,0,0,A076633
N,N,1,8,0,A076634
N,N,0,46,0,A076635
Y,N,1,2,0,A076636
N,N,0,12,0,A076637
N,N,0,31,0,A076638
N,N,0,165,0,A076639
N,N,0,58,0,A076640
N,N,0,51,0,A076641
N,N,0,62,0,A076642
N,N,0,,1,A076643
N,N,0,23,0,A076644
N,N,0,31,0,A076645
N,N,0,20,0,A076646
N,N,1,10,0,A076647
N,N,0,35,0,A076648
N,Y,1,17,1,A076649
N,N,0,16,0,A076650
N,N,0,96,0,A076651
N,N,0,164,0,A076652
N,N,0,12,0,A076653
N,N,0,34,0,A076654
N,N,0,109,0,A076655
N,Y,1,84,0,A076656
N,N,0,83,0,A076657
N,N,0,46,0,A076658
N,Y,1,25,0,A076659
N,N,0,0,0,A076660
N,N,0,49,1,A076661
N,N,0,11,0,A076662
N,N,0,35,1,A076663
N,N,0,5,0,A076664
N,N,0,50,0,A076665
N,N,0,1,0,A076666
N,N,0,7,0,A076667
N,N,0,18,0,A076668
N,N,0,1,0,A076669
N,N,0,15,0,A076670
N,N,0,124,0,A076671
N,N,0,14,0,A076672
N,N,0,99,0,A076673
N,N,0,0,0,A076674
N,N,0,116,0,A076675
N,Y,1,56,0,A076676
N,N,0,14,0,A076677
N,N,0,7,0,A076678
N,N,0,2,1,A076679
Y,N,1,6,0,A076680
N,N,1,13,0,A076681
N,Y,1,,0,A076682
N,N,1,126,1,A076683
N,Y,1,,1,A076684
N,N,0,40,0,A076685
N,N,0,12,0,A076686
N,N,0,12,1,A076687
N,N,0,126,0,A076688
N,N,0,171,0,A076689
N,N,0,35,0,A076690
Y,N,1,,0,A076691
N,N,0,5,0,A076692
N,N,0,7,0,A076693
N,N,0,34,0,A076694
N,N,0,156,1,A076695
N,N,0,9,1,A076696
N,N,0,49,0,A076697
N,N,1,56,0,A076698
N,N,0,2,0,A076699
N,N,0,171,0,A076700
N,N,0,,0,A076701
N,N,0,33,0,A076702
N,N,1,4,0,A076703
N,Y,1,25,0,A076704
N,N,0,159,1,A076705
N,N,0,24,0,A076706
N,N,0,104,1,A076707
N,N,0,33,0,A076708
N,N,0,57,0,A076709
N,Y,1,,0,A076710
N,N,0,14,0,A076711
N,N,0,46,1,A076712
N,N,1,20,0,A076713
N,N,0,35,0,A076714
N,Y,0,,1,A076715
N,Y,1,24,0,A076716
N,N,1,19,0,A076717
N,N,0,18,0,A076718
N,N,0,28,0,A076719
N,N,0,40,0,A076720
N,Y,1,171,0,A076721
N,N,0,26,0,A076722
N,N,0,143,0,A076723
N,N,0,8,0,A076724
N,N,0,1,0,A076725
N,N,0,14,1,A076726
N,N,0,33,1,A076727
N,Y,1,28,0,A076728
N,N,0,16,1,A076729
N,N,0,136,0,A076730
N,N,0,1,0,A076731
N,N,0,19,0,A076732
N,N,1,,0,A076733
N,Y,1,35,1,A076734
N,N,0,40,0,A076735
N,N,0,3,1,A076736
N,N,0,16,0,A076737
Y,N,1,15,1,A076738
N,N,0,12,0,A076739
N,N,0,109,0,A076740
Y,N,1,0,0,A076741
N,N,0,26,0,A076742
N,N,0,1,0,A076743
N,N,0,54,1,A076744
N,N,0,111,1,A076745
N,N,0,20,0,A076746
N,N,0,7,0,A076747
N,Y,1,13,0,A076748
N,N,0,46,1,A076749
N,N,0,45,1,A076750
N,N,0,83,0,A076751
N,N,0,129,0,A076752
N,N,0,2,1,A076753
N,N,0,21,0,A076754
N,N,0,2,0,A076755
N,N,0,96,0,A076756
N,N,0,16,0,A076757
N,Y,1,79,0,A076758
N,N,0,188,1,A076759
N,N,0,89,0,A076760
N,N,0,14,0,A076761
N,N,0,90,0,A076762
N,N,0,67,0,A076763
N,N,0,16,0,A076764
N,N,0,,1,A076765
N,N,1,108,0,A076766
N,N,0,6,0,A076767
N,N,1,68,1,A076768
Y,N,1,1,0,A076769
N,N,0,5,0,A076770
N,N,0,19,0,A076771
N,N,0,22,0,A076772
N,N,0,69,0,A076773
N,N,0,5,0,A076774
N,N,0,82,1,A076775
N,N,0,69,0,A076776
N,N,0,13,0,A076777
N,N,0,119,0,A076778
N,N,0,11,1,A076779
N,N,0,66,0,A076780
Y,N,1,108,1,A076781
N,Y,1,100,0,A076782
N,N,0,11,0,A076783
N,N,0,21,0,A076784
N,N,0,66,0,A076785
Y,N,1,15,1,A076786
N,N,0,21,0,A076787
N,Y,1,17,0,A076788
N,N,0,27,0,A076789
N,N,0,56,0,A076790
N,N,0,66,0,A076791
N,N,0,67,0,A076792
N,N,0,24,0,A076793
N,Y,1,0,0,A076794
N,N,0,68,0,A076795
N,N,0,43,0,A076796
N,N,1,2,0,A076797
N,N,0,16,0,A076798
N,N,0,0,0,A076799
N,N,0,49,0,A076800
N,N,0,42,0,A076801
N,N,0,108,0,A076802
N,N,0,20,1,A076803
N,N,0,3,1,A076804
N,Y,1,,0,A076805
N,N,0,171,0,A076806
N,N,0,14,0,A076807
N,N,0,18,0,A076808
N,Y,1,172,0,A076809
N,N,0,49,0,A076810
N,N,0,21,1,A076811
N,N,0,10,0,A076812
Y,N,1,69,0,A076813
N,N,1,18,0,A076814
N,N,0,11,0,A076815
Y,N,1,,1,A076816
N,N,0,18,0,A076817
N,N,0,6,0,A076818
N,N,0,0,1,A076819
N,N,0,67,0,A076820
N,N,0,10,0,A076821
N,N,0,26,0,A076822
N,N,0,64,0,A076823
N,N,0,61,0,A076824
Y,N,1,68,0,A076825
N,N,0,6,0,A076826
N,N,0,85,0,A076827
N,N,0,30,0,A076828
N,N,0,18,1,A076829
N,N,0,21,1,A076830
N,N,0,32,0,A076831
N,N,0,96,0,A076832
N,N,0,62,0,A076833
N,N,0,15,1,A076834
N,Y,1,12,1,A076835
N,N,0,73,0,A076836
N,N,0,53,0,A076837
N,N,0,29,0,A076838
N,N,1,25,0,A076839
N,N,0,137,0,A076840
N,N,0,48,0,A076841
N,N,0,2,0,A076842
N,N,0,34,0,A076843
N,N,0,82,1,A076844
N,N,0,39,0,A076845
N,N,0,45,0,A076846
N,N,0,62,0,A076847
N,N,0,4,0,A076848
N,N,1,7,0,A076849
N,N,0,104,0,A076850
Y,N,1,,0,A076851
N,N,0,190,0,A076852
N,N,0,35,0,A076853
Y,N,1,2,1,A076854
N,N,0,18,1,A076855
N,N,0,18,0,A076856
N,Y,1,21,0,A076857
N,N,0,126,0,A076858
N,N,0,34,0,A076859
N,N,0,129,1,A076860
N,N,0,18,0,A076861
N,N,0,34,0,A076862
N,N,0,,0,A076863
N,Y,1,117,0,A076864
N,N,0,13,0,A076865
Y,N,1,13,1,A076866
N,N,0,16,0,A076867
Y,N,1,56,0,A076868
N,N,0,147,0,A076869
N,Y,1,,0,A076870
N,N,0,1,0,A076871
N,N,0,5,0,A076872
N,N,0,4,0,A076873
N,N,0,46,0,A076874
N,N,0,53,0,A076875
N,N,0,67,0,A076876
N,N,0,30,0,A076877
N,N,0,18,0,A076878
N,Y,1,3,1,A076879
N,N,0,74,0,A076880
N,N,0,128,0,A076881
N,N,0,62,0,A076882
N,N,0,15,0,A076883
N,N,0,25,0,A076884
N,N,0,18,0,A076885
N,N,0,5,0,A076886
Y,N,1,23,0,A076887
Y,N,1,14,0,A076888
N,N,0,190,0,A076889
N,N,0,129,0,A076890
N,N,0,15,0,A076891
N,N,0,36,0,A076892
N,Y,1,18,0,A076893
N,N,1,,0,A076894
N,N,0,15,0,A076895
N,N,0,71,0,A076896
N,N,0,57,0,A076897
N,N,0,11,0,A076898
N,N,0,19,0,A076899
N,N,0,83,0,A076900
N,N,0,112,0,A076901
N,N,0,74,0,A076902
N,N,0,19,0,A076903
N,N,1,41,0,A076904
N,N,0,48,0,A076905
N,N,0,15,0,A076906
N,N,0,14,0,A076907
N,N,0,,0,A076908
N,N,0,8,1,A076909
N,Y,1,3,0,A076910
N,N,0,63,0,A076911
N,N,0,181,0,A076912
N,N,0,186,0,A076913
N,N,1,22,0,A076914
N,N,0,187,0,A076915
N,N,0,10,0,A076916
N,N,0,92,0,A076917
N,Y,1,13,0,A076918
N,N,1,59,0,A076919
N,N,0,10,1,A076920
Y,N,1,,0,A076921
N,N,0,47,0,A076922
N,N,0,26,0,A076923
Y,N,1,11,0,A076924
N,N,0,13,0,A076925
N,N,1,19,0,A076926
Y,N,1,38,0,A076927
N,Y,1,,1,A076928
N,Y,1,23,0,A076929
N,N,0,154,1,A076930
N,Y,1,53,0,A076931
N,N,0,181,0,A076932
N,Y,1,65,0,A076933
N,N,0,155,0,A076934
N,N,1,22,1,A076935
N,N,1,19,0,A076936
Y,N,1,37,1,A076937
N,N,0,18,0,A076938
N,Y,0,1,0,A076939
N,N,0,12,0,A076940
N,N,0,56,0,A076941
Y,N,1,33,1,A076942
N,N,0,61,0,A076943
N,N,0,37,0,A076944
N,N,0,29,0,A076945
N,N,0,140,0,A076946
N,N,0,17,0,A076947
N,N,0,35,0,A076948
Y,N,1,61,0,A076949
N,N,0,19,0,A076950
N,N,1,27,1,A076951
N,N,0,3,0,A076952
N,N,0,14,0,A076953
N,Y,1,22,0,A076954
N,N,0,68,0,A076955
N,N,0,2,0,A076956
N,N,0,2,0,A076957
N,N,0,,0,A076958
N,Y,1,,0,A076959
N,N,0,16,0,A076960
Y,N,1,,1,A076961
N,N,0,51,1,A076962
N,N,0,36,1,A076963
N,N,0,70,0,A076964
N,N,0,62,0,A076965
N,N,0,108,0,A076966
N,N,0,30,0,A076967
N,N,0,15,0,A076968
N,N,0,2,0,A076969
N,N,0,20,0,A076970
N,N,0,66,1,A076971
N,N,0,3,0,A076972
Y,N,1,,0,A076973
N,N,0,67,0,A076974
N,Y,1,4,0,A076975
N,N,0,35,0,A076976
N,N,0,49,0,A076977
N,N,1,0,0,A076978
N,N,0,21,0,A076979
N,N,0,12,0,A076980
N,N,0,3,0,A076981
N,Y,1,56,0,A076982
N,N,1,16,1,A076983
N,Y,1,6,0,A076984
N,N,0,19,0,A076985
N,N,0,121,0,A076986
N,N,0,181,0,A076987
N,N,0,,0,A076988
N,N,0,16,0,A076989
N,N,0,18,0,A076990
N,N,0,74,0,A076991
N,N,0,46,0,A076992
N,Y,1,91,0,A076993
N,N,0,64,0,A076994
Y,N,1,6,1,A076995
N,N,0,50,0,A076996
N,N,0,23,0,A076997
N,N,0,110,0,A076998
N,N,0,1,0,A076999
N,N,1,24,0,A077000
N,N,0,11,0,A077001
N,N,0,12,0,A077002
N,N,0,50,0,A077003
N,Y,1,4,0,A077004
N,N,1,16,0,A077005
N,N,0,30,1,A077006
N,N,0,48,0,A077007
N,N,0,35,0,A077008
N,Y,1,17,1,A077009
N,N,0,4,0,A077010
N,N,0,115,1,A077011
N,Y,1,,0,A077012
N,N,0,3,0,A077013
N,N,0,146,0,A077014
N,N,0,57,0,A077015
N,N,0,5,0,A077016
N,N,0,184,0,A077017
Y,N,1,,1,A077018
N,N,0,99,0,A077019
Y,N,1,4,1,A077020
N,N,0,16,0,A077021
N,N,0,61,0,A077022
N,N,0,34,1,A077023
N,N,0,31,0,A077024
Y,N,1,,0,A077025
N,N,0,143,0,A077026
N,Y,1,4,1,A077027
N,N,0,149,0,A077028
N,N,0,56,1,A077029
N,N,0,20,0,A077030
N,Y,1,19,1,A077031
N,N,0,5,0,A077032
N,N,0,14,0,A077033
N,N,0,4,0,A077034
N,N,0,64,0,A077035
N,N,0,30,0,A077036
N,N,0,57,0,A077037
N,N,0,179,0,A077038
N,Y,0,123,0,A077039
N,N,0,7,0,A077040
N,N,0,127,0,A077041
Y,N,1,,0,A077042
N,N,0,176,0,A077043
N,Y,1,5,1,A077044
N,N,0,4,1,A077045
N,N,0,20,0,A077046
N,Y,1,33,1,A077047
Y,N,1,8,0,A077048
N,N,0,,0,A077049
N,N,0,9,0,A077050
N,Y,1,,0,A077051
N,N,0,14,0,A077052
N,N,0,34,0,A077053
N,Y,1,60,0,A077054
N,N,0,34,1,A077055
N,N,0,7,0,A077056
N,N,0,62,0,A077057
N,N,0,6,0,A077058
N,N,0,18,0,A077059
N,N,0,0,0,A077060
N,N,0,128,0,A077061
Y,N,1,,0,A077062
N,N,0,14,0,A077063
N,N,0,0,0,A077064
N,N,0,4,0,A077065
N,N,0,8,0,A077066
N,N,0,0,0,A077067
N,N,0,56,0,A077068
N,N,0,46,0,A077069
N,N,0,7,0,A077070
N,N,0,42,1,A077071
N,N,0,21,1,A077072
N,N,0,0,0,A077073
N,N,0,22,0,A077074
N,N,0,29,0,A077075
N,Y,1,56,0,A077076
N,N,1,63,0,A077077
N,N,0,67,0,A077078
N,N,0,23,0,A077079
N,Y,1,40,0,A077080
N,N,0,,0,A077081
N,N,0,62,0,A077082
N,N,0,68,0,A077083
N,N,0,9,0,A077084
N,N,0,21,0,A077085
N,Y,1,,0,A077086
N,N,0,115,0,A077087
Y,N,1,,0,A077088
N,N,0,53,1,A077089
N,N,0,29,0,A077090
N,N,0,56,0,A077091
N,N,0,181,0,A077092
N,N,0,60,0,A077093
N,N,0,3,0,A077094
N,N,0,20,0,A077095
N,N,0,15,0,A077096
N,N,0,23,0,A077097
N,N,0,4,0,A077098
N,N,0,80,1,A077099
N,N,0,68,0,A077100
N,N,0,145,0,A077101
N,N,0,190,0,A077102
N,N,0,40,1,A077103
N,N,0,115,0,A077104
N,N,0,55,0,A077105
N,N,0,0,0,A077106
N,N,0,155,0,A077107
N,N,0,37,0,A077108
N,N,0,4,0,A077109
N,N,0,157,0,A077110
N,N,0,7,0,A077111
N,N,0,168,1,A077112
N,N,0,17,0,A077113
N,Y,1,5,0,A077114
Y,N,1,0,1,A077115
N,N,0,7,0,A077116
Y,N,1,0,0,A077117
Y,N,1,2,0,A077118
N,N,0,81,0,A077119
N,N,0,61,0,A077120
N,N,0,5,0,A077121
N,N,0,38,0,A077122
N,N,0,11,0,A077123
N,N,0,11,0,A077124
N,N,0,9,0,A077125
Y,N,1,5,0,A077126
N,N,0,113,0,A077127
N,N,0,18,1,A077128
N,N,1,32,0,A077129
N,N,0,27,0,A077130
N,Y,1,155,0,A077131
N,N,1,18,1,A077132
N,N,0,5,0,A077133
N,N,0,67,0,A077134
N,N,0,19,0,A077135
N,N,0,26,0,A077136
N,N,0,23,0,A077137
N,N,1,10,1,A077138
N,N,0,187,0,A077139
N,N,0,59,0,A077140
N,N,0,51,0,A077141
N,N,1,,0,A077142
N,N,0,2,0,A077143
Y,N,1,5,0,A077144
N,N,1,53,0,A077145
N,N,0,59,0,A077146
N,N,0,4,0,A077147
N,N,0,1,0,A077148
N,N,0,48,0,A077149
N,N,0,4,0,A077150
N,N,0,29,0,A077151
N,N,0,12,0,A077152
N,N,0,51,0,A077153
N,N,0,18,0,A077154
N,N,1,6,0,A077155
N,N,0,,0,A077156
N,N,0,12,0,A077157
N,N,0,24,0,A077158
N,N,0,35,0,A077159
N,N,0,19,0,A077160
Y,N,1,,0,A077161
N,N,0,11,0,A077162
N,N,0,165,0,A077163
N,N,0,1,0,A077164
N,Y,1,16,0,A077165
N,Y,0,30,1,A077166
N,Y,1,,0,A077167
N,N,0,18,0,A077168
N,N,0,178,0,A077169
N,N,0,51,0,A077170
N,N,0,17,0,A077171
N,N,0,115,0,A077172
N,N,1,14,0,A077173
Y,N,1,,1,A077174
N,N,1,13,0,A077175
N,N,0,1,0,A077176
N,N,0,142,0,A077177
N,N,0,13,0,A077178
N,N,0,119,0,A077179
Y,N,1,132,1,A077180
N,N,0,66,0,A077181
N,N,0,170,0,A077182
Y,N,1,5,0,A077183
N,Y,1,18,1,A077184
N,Y,1,38,0,A077185
N,N,0,53,0,A077186
N,N,1,19,1,A077187
Y,N,1,,0,A077188
N,N,0,60,0,A077189
N,N,1,16,1,A077190
Y,N,1,8,0,A077191
N,N,0,6,0,A077192
N,N,0,181,0,A077193
N,N,0,62,0,A077194
N,N,0,148,1,A077195
N,N,0,9,1,A077196
N,N,0,17,0,A077197
N,N,1,2,0,A077198
N,N,0,45,0,A077199
N,N,0,3,0,A077200
N,N,1,20,0,A077201
N,N,0,19,0,A077202
N,N,0,2,0,A077203
N,N,0,50,0,A077204
N,N,0,24,0,A077205
N,N,0,44,0,A077206
N,N,0,33,0,A077207
N,N,0,10,0,A077208
Y,N,1,45,0,A077209
Y,N,1,,0,A077210
N,N,0,115,1,A077211
N,N,0,31,0,A077212
N,N,0,7,0,A077213
N,N,0,1,0,A077214
N,N,0,77,0,A077215
N,N,0,5,0,A077216
N,N,0,44,0,A077217
N,N,0,128,0,A077218
Y,N,1,36,0,A077219
N,N,0,67,0,A077220
N,N,0,5,0,A077221
N,N,0,9,0,A077222
N,N,0,53,0,A077223
N,N,1,12,0,A077224
N,N,0,12,0,A077225
N,N,0,18,1,A077226
N,N,0,19,0,A077227
N,N,0,124,0,A077228
N,N,0,,1,A077229
N,N,0,57,0,A077230
N,N,0,82,0,A077231
N,N,0,26,0,A077232
N,N,0,18,0,A077233
N,N,0,14,0,A077234
N,N,0,0,0,A077235
N,Y,1,,0,A077236
N,N,0,9,0,A077237
N,N,0,12,1,A077238
N,N,1,41,0,A077239
Y,N,1,25,0,A077240
N,Y,1,67,1,A077241
N,N,0,95,0,A077242
N,N,0,20,1,A077243
N,N,0,93,0,A077244
N,N,0,2,0,A077245
N,Y,1,,0,A077246
N,N,0,130,0,A077247
N,N,0,24,0,A077248
N,N,0,11,0,A077249
N,N,0,,0,A077250
N,Y,1,12,0,A077251
N,N,0,74,0,A077252
N,N,0,51,0,A077253
N,Y,0,13,0,A077254
N,N,0,2,0,A077255
N,N,0,11,0,A077256
N,N,0,56,0,A077257
N,N,0,47,0,A077258
N,N,0,30,1,A077259
N,Y,1,56,0,A077260
N,N,0,63,0,A077261
Y,N,1,36,1,A077262
N,N,0,22,0,A077263
N,N,0,48,0,A077264
N,N,0,68,0,A077265
N,N,0,18,1,A077266
N,N,0,56,0,A077267
N,N,0,76,0,A077268
N,Y,1,9,0,A077269
N,N,0,11,1,A077270
N,Y,1,0,1,A077271
Y,N,1,,0,A077272
N,N,0,135,0,A077273
N,N,0,14,0,A077274
N,N,0,18,0,A077275
N,N,0,73,0,A077276
N,N,0,182,0,A077277
N,N,0,34,0,A077278
N,N,0,11,0,A077279
N,N,0,23,0,A077280
N,N,0,181,0,A077281
N,N,0,62,0,A077282
N,Y,1,6,0,A077283
N,N,0,40,1,A077284
N,N,0,31,0,A077285
N,N,0,,0,A077286
N,Y,1,21,0,A077287
N,N,0,19,0,A077288
N,N,0,1,0,A077289
N,N,0,84,0,A077290
Y,N,1,11,0,A077291
N,N,0,66,1,A077292
N,N,0,70,0,A077293
N,N,0,19,0,A077294
N,N,0,11,0,A077295
N,N,0,30,0,A077296
N,N,0,45,0,A077297
N,Y,1,21,1,A077298
N,N,0,19,1,A077299
Y,N,1,,0,A077300
N,N,0,67,0,A077301
N,Y,1,17,1,A077302
N,Y,1,,0,A077303
N,N,0,10,0,A077304
N,N,0,78,0,A077305
N,N,0,0,0,A077306
N,N,0,14,0,A077307
N,N,0,16,0,A077308
N,N,0,7,0,A077309
N,N,0,22,0,A077310
N,N,0,17,1,A077311
N,N,0,7,0,A077312
N,N,0,129,0,A077313
N,N,0,48,0,A077314
N,N,1,1,1,A077315
N,N,0,104,0,A077316
N,N,0,2,1,A077317
N,N,0,99,0,A077318
N,N,0,12,1,A077319
N,N,0,30,0,A077320
N,N,0,59,0,A077321
N,N,0,54,1,A077322
N,N,0,8,0,A077323
Y,N,1,26,0,A077324
N,N,0,,0,A077325
N,N,0,40,0,A077326
N,N,0,0,0,A077327
N,N,0,18,0,A077328
N,N,0,29,0,A077329
N,N,0,10,0,A077330
Y,N,1,7,0,A077331
N,N,0,15,1,A077332
N,N,0,5,0,A077333
N,N,0,166,0,A077334
N,N,0,12,1,A077335
N,N,0,58,0,A077336
N,Y,1,0,0,A077337
N,N,0,37,0,A077338
N,N,0,36,0,A077339
N,N,0,16,0,A077340
N,N,0,7,0,A077341
N,N,0,0,0,A077342
N,Y,0,38,1,A077343
N,N,1,19,0,A077344
N,N,0,13,0,A077345
N,Y,1,64,0,A077346
N,N,0,23,0,A077347
N,N,0,77,0,A077348
N,N,0,111,1,A077349
N,N,0,11,0,A077350
N,N,0,13,0,A077351
Y,N,1,56,0,A077352
N,N,0,192,0,A077353
N,N,0,164,0,A077354
N,N,0,88,0,A077355
N,Y,0,,0,A077356
N,N,0,5,0,A077357
N,N,0,119,0,A077358
N,N,0,97,0,A077359
N,N,0,130,0,A077360
N,N,0,99,0,A077361
N,N,0,49,0,A077362
Y,N,1,62,0,A077363
N,N,0,64,0,A077364
N,Y,1,55,0,A077365
N,Y,1,13,0,A077366
N,N,1,15,0,A077367
N,N,0,19,0,A077368
N,N,0,23,0,A077369
Y,N,1,,0,A077370
N,Y,1,45,0,A077371
N,N,0,8,1,A077372
N,Y,1,0,1,A077373
N,N,0,9,0,A077374
N,N,0,36,0,A077375
N,N,0,0,0,A077376
N,N,0,94,0,A077377
N,N,0,4,0,A077378
N,N,0,16,0,A077379
N,N,0,4,0,A077380
N,N,0,108,0,A077381
N,N,0,32,0,A077382
N,N,0,21,0,A077383
N,Y,1,93,0,A077384
N,N,0,11,0,A077385
N,N,0,132,1,A077386
N,N,0,108,0,A077387
N,N,0,94,0,A077388
N,N,0,6,0,A077389
N,Y,0,49,1,A077390
N,N,0,8,0,A077391
N,N,0,9,0,A077392
N,N,0,57,0,A077393
N,N,0,10,0,A077394
N,Y,1,38,0,A077395
N,N,0,17,0,A077396
N,N,0,0,1,A077397
N,N,0,0,0,A077398
N,N,0,12,1,A077399
N,N,0,2,1,A077400
N,N,0,68,0,A077401
Y,N,1,,1,A077402
N,N,0,45,0,A077403
N,N,0,,1,A077404
N,N,1,31,0,A077405
N,N,0,1,0,A077406
N,N,0,20,0,A077407
Y,N,1,4,1,A077408
N,N,0,7,0,A077409
N,N,0,10,0,A077410
N,N,0,24,0,A077411
N,N,0,3,0,A077412
N,N,0,,1,A077413
N,Y,1,105,0,A077414
N,N,1,4,0,A077415
Y,N,1,17,0,A077416
N,N,0,125,0,A077417
N,N,0,23,0,A077418
N,N,0,10,0,A077419
N,N,0,108,0,A077420
N,N,0,45,0,A077421
N,N,0,1,0,A077422
N,N,0,45,0,A077423
N,N,0,3,0,A077424
Y,N,1,,0,A077425
N,Y,1,171,0,A077426
N,N,0,20,0,A077427
N,N,0,2,0,A077428
N,N,0,11,1,A077429
N,N,0,91,0,A077430
N,Y,1,30,0,A077431
N,N,0,22,0,A077432
N,N,0,32,0,A077433
N,N,0,4,0,A077434
N,N,0,17,0,A077435
N,N,0,3,0,A077436
Y,N,1,13,0,A077437
N,Y,0,39,1,A077438
N,N,0,10,0,A077439
N,N,0,5,0,A077440
Y,N,1,33,0,A077441
N,N,1,16,0,A077442
Y,N,1,14,0,A077443
N,N,1,116,0,A077444
N,N,0,40,0,A077445
N,N,0,0,1,A077446
N,N,0,59,0,A077447
N,N,0,25,0,A077448
N,N,0,184,0,A077449
N,N,0,63,0,A077450
N,N,0,52,0,A077451
N,N,0,56,0,A077452
N,N,0,130,0,A077453
N,N,0,10,1,A077454
N,N,0,102,0,A077455
N,N,0,105,0,A077456
N,N,0,53,0,A077457
N,N,1,10,0,A077458
N,N,0,60,0,A077459
N,N,0,9,0,A077460
N,N,0,69,0,A077461
N,N,0,119,0,A077462
N,N,0,66,0,A077463
N,N,0,15,0,A077464
N,N,0,7,0,A077465
N,N,0,114,0,A077466
N,N,0,56,0,A077467
N,N,0,14,0,A077468
N,N,1,24,0,A077469
N,N,0,18,0,A077470
N,N,0,51,0,A077471
N,N,1,113,0,A077472
N,Y,1,31,1,A077473
N,N,0,27,0,A077474
N,N,0,13,0,A077475
Y,N,1,27,0,A077476
N,N,0,113,0,A077477
N,N,0,8,0,A077478
N,N,0,23,1,A077479
N,N,0,71,0,A077480
N,N,0,190,0,A077481
N,N,0,24,0,A077482
N,N,0,10,1,A077483
N,N,0,47,0,A077484
N,N,0,115,0,A077485
N,Y,1,13,1,A077486
N,N,0,75,0,A077487
N,N,0,83,0,A077488
N,N,0,52,0,A077489
N,N,0,78,1,A077490
N,N,0,42,0,A077491
N,N,0,12,0,A077492
N,N,0,1,1,A077493
N,N,0,46,0,A077494
N,N,0,14,1,A077495
N,N,0,52,0,A077496
N,N,0,69,0,A077497
Y,N,1,44,0,A077498
N,Y,1,11,0,A077499
N,N,0,51,1,A077500
N,N,0,56,0,A077501
Y,N,1,32,0,A077502
N,N,0,11,1,A077503
N,N,0,,0,A077504
N,N,0,6,0,A077505
N,N,0,2,0,A077506
N,N,0,70,0,A077507
Y,N,1,30,1,A077508
N,N,0,13,0,A077509
N,N,0,22,1,A077510
N,N,0,9,0,A077511
N,N,0,21,0,A077512
N,N,0,5,0,A077513
N,N,0,12,0,A077514
N,N,0,10,0,A077515
N,N,0,62,0,A077516
N,Y,1,72,0,A077517
N,N,0,19,0,A077518
N,N,0,24,1,A077519
N,Y,1,108,0,A077520
N,N,0,50,0,A077521
N,N,0,70,0,A077522
N,N,0,40,0,A077523
N,N,0,0,0,A077524
N,N,0,46,0,A077525
N,N,0,15,0,A077526
N,N,0,1,0,A077527
N,N,0,186,0,A077528
N,N,0,136,0,A077529
N,N,0,,0,A077530
N,N,0,1,0,A077531
N,N,0,125,0,A077532
N,N,0,126,0,A077533
N,N,0,1,1,A077534
Y,N,1,8,1,A077535
N,Y,1,66,0,A077536
N,N,0,9,1,A077537
N,N,0,40,0,A077538
N,N,0,154,1,A077539
N,N,0,72,0,A077540
N,N,0,,0,A077541
N,N,0,108,1,A077542
N,N,0,30,0,A077543
N,N,1,108,0,A077544
N,N,0,181,0,A077545
N,Y,1,4,1,A077546
N,N,0,37,0,A077547
N,N,0,14,0,A077548
N,N,0,10,0,A077549
Y,N,1,,1,A077550
Y,N,1,3,0,A077551
N,N,0,21,0,A077552
N,N,0,34,0,A077553
N,N,0,0,0,A077554
N,Y,1,1,0,A077555
N,N,0,20,0,A077556
N,N,0,27,1,A077557
N,N,0,13,0,A077558
N,Y,0,0,0,A077559
N,N,0,2,1,A077560
N,Y,1,62,0,A077561
N,N,0,2,0,A077562
N,N,0,67,0,A077563
N,N,0,33,0,A077564
N,N,0,67,0,A077565
N,N,0,25,1,A077566
N,N,0,13,0,A077567
N,Y,1,35,0,A077568
N,N,0,54,0,A077569
N,N,0,18,1,A077570
N,N,0,155,0,A077571
N,N,0,20,1,A077572
Y,N,1,36,0,A077573
N,N,0,1,0,A077574
N,N,0,115,0,A077575
N,N,0,73,0,A077576
N,N,0,152,0,A077577
N,N,0,130,0,A077578
N,N,1,3,0,A077579
N,N,0,1,0,A077580
N,N,0,186,0,A077581
N,N,0,185,0,A077582
N,N,0,54,1,A077583
N,Y,1,0,0,A077584
N,N,0,17,1,A077585
N,N,0,18,0,A077586
N,N,0,61,0,A077587
N,N,0,12,0,A077588
N,Y,1,5,1,A077589
N,N,0,52,0,A077590
N,N,1,90,0,A077591
N,N,1,8,0,A077592
N,N,0,14,0,A077593
N,N,1,16,0,A077594
Y,N,1,1,1,A077595
N,N,0,5,0,A077596
N,Y,1,15,0,A077597
N,N,0,29,0,A077598
N,N,0,155,0,A077599
N,N,0,21,0,A077600
N,N,0,,0,A077601
N,N,0,37,0,A077602
N,N,0,26,0,A077603
N,N,0,112,0,A077604
